Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[sampling site]	Characteristics[karyotype]	Comment[additional information]	Characteristics[block]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[developmental stage]	Factor Value[organism part]
HDBR750	ERS1221425	SAMEA4050315	Homo sapiens	11120	Carnegie Stage 23	brain fragment	 	46, XY	 	sequencing batch:FC2014_048	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR750	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR750_CCGTCC_L007	sequencing assay	ERX1544151	HDBR750_CCGTCC_L007_1.fq.gz	HDBR750_CCGTCC_L007_1.fq.gz	ERR1473027	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473027/ERR1473027_1.fastq.gz	200	101	Carnegie Stage 23	brain fragment
HDBR750	ERS1221425	SAMEA4050315	Homo sapiens	11120	Carnegie Stage 23	brain fragment	 	46, XY	 	sequencing batch:FC2014_048	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR750	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR750_CCGTCC_L007	sequencing assay	ERX1544151	HDBR750_CCGTCC_L007_2.fq.gz	HDBR750_CCGTCC_L007_2.fq.gz	ERR1473027	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473027/ERR1473027_2.fastq.gz	200	101	Carnegie Stage 23	brain fragment
HDBR751	ERS1221426	SAMEA4050316	Homo sapiens	11354	Carnegie Stage 20	brain fragment	 	46, XY	 	sequencing batch:FC2014_048	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR751	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR751_GTGAAA_L007	sequencing assay	ERX1544152	HDBR751_GTGAAA_L007_1.fq.gz	HDBR751_GTGAAA_L007_1.fq.gz	ERR1473028	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473028/ERR1473028_1.fastq.gz	200	101	Carnegie Stage 20	brain fragment
HDBR751	ERS1221426	SAMEA4050316	Homo sapiens	11354	Carnegie Stage 20	brain fragment	 	46, XY	 	sequencing batch:FC2014_048	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR751	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR751_GTGAAA_L007	sequencing assay	ERX1544152	HDBR751_GTGAAA_L007_2.fq.gz	HDBR751_GTGAAA_L007_2.fq.gz	ERR1473028	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473028/ERR1473028_2.fastq.gz	200	101	Carnegie Stage 20	brain fragment
HDBR752	ERS1221427	SAMEA4050317	Homo sapiens	11245	Carnegie Stage 20	brain fragment	 	46, XX	 	sequencing batch:FC2014_048	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR752	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR752_CTTGTA_L007	sequencing assay	ERX1544153	HDBR752_CTTGTA_L007_1.fq.gz	HDBR752_CTTGTA_L007_1.fq.gz	ERR1473029	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473029/ERR1473029_1.fastq.gz	200	101	Carnegie Stage 20	brain fragment
HDBR752	ERS1221427	SAMEA4050317	Homo sapiens	11245	Carnegie Stage 20	brain fragment	 	46, XX	 	sequencing batch:FC2014_048	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR752	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR752_CTTGTA_L007	sequencing assay	ERX1544153	HDBR752_CTTGTA_L007_2.fq.gz	HDBR752_CTTGTA_L007_2.fq.gz	ERR1473029	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473029/ERR1473029_2.fastq.gz	200	101	Carnegie Stage 20	brain fragment
HDBR753	ERS1221428	SAMEA4050318	Homo sapiens	11241	Carnegie Stage 20	brain fragment	 	46, XX	 	sequencing batch:FC2014_048	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR753	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR753_ATCACG_L008	sequencing assay	ERX1544154	HDBR753_ATCACG_L008_1.fq.gz	HDBR753_ATCACG_L008_1.fq.gz	ERR1473030	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473030/ERR1473030_1.fastq.gz	200	101	Carnegie Stage 20	brain fragment
HDBR753	ERS1221428	SAMEA4050318	Homo sapiens	11241	Carnegie Stage 20	brain fragment	 	46, XX	 	sequencing batch:FC2014_048	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR753	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR753_ATCACG_L008	sequencing assay	ERX1544154	HDBR753_ATCACG_L008_2.fq.gz	HDBR753_ATCACG_L008_2.fq.gz	ERR1473030	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473030/ERR1473030_2.fastq.gz	200	101	Carnegie Stage 20	brain fragment
HDBR754	ERS1221429	SAMEA4050319	Homo sapiens	11156	Carnegie Stage 20	brain fragment	 	46, XY	 	sequencing batch:FC2014_048	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR754	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR754_ACTTGA_L008	sequencing assay	ERX1544155	HDBR754_ACTTGA_L008_1.fq.gz	HDBR754_ACTTGA_L008_1.fq.gz	ERR1473031	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473031/ERR1473031_1.fastq.gz	200	101	Carnegie Stage 20	brain fragment
HDBR754	ERS1221429	SAMEA4050319	Homo sapiens	11156	Carnegie Stage 20	brain fragment	 	46, XY	 	sequencing batch:FC2014_048	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR754	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR754_ACTTGA_L008	sequencing assay	ERX1544155	HDBR754_ACTTGA_L008_2.fq.gz	HDBR754_ACTTGA_L008_2.fq.gz	ERR1473031	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473031/ERR1473031_2.fastq.gz	200	101	Carnegie Stage 20	brain fragment
HDBR762	ERS1221430	SAMEA4050320	Homo sapiens	11894	Carnegie Stage 19	brain fragment	 	46, XY	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR762	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR762_CGTACG_L002	sequencing assay	ERX1544156	HDBR762_CGTACG_L002_1.fq.gz	HDBR762_CGTACG_L002_1.fq.gz	ERR1473032	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473032/ERR1473032_1.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR762	ERS1221430	SAMEA4050320	Homo sapiens	11894	Carnegie Stage 19	brain fragment	 	46, XY	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR762	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR762_CGTACG_L002	sequencing assay	ERX1544156	HDBR762_CGTACG_L002_2.fq.gz	HDBR762_CGTACG_L002_2.fq.gz	ERR1473032	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473032/ERR1473032_2.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR766	ERS1221431	SAMEA4050321	Homo sapiens	11470	Carnegie Stage 19	brain fragment	 	46, XX	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR766	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR766_CAGATC_L003	sequencing assay	ERX1544157	HDBR766_CAGATC_L003_1.fq.gz	HDBR766_CAGATC_L003_1.fq.gz	ERR1473033	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473033/ERR1473033_1.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR766	ERS1221431	SAMEA4050321	Homo sapiens	11470	Carnegie Stage 19	brain fragment	 	46, XX	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR766	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR766_CAGATC_L003	sequencing assay	ERX1544157	HDBR766_CAGATC_L003_2.fq.gz	HDBR766_CAGATC_L003_2.fq.gz	ERR1473033	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473033/ERR1473033_2.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR767	ERS1221432	SAMEA4050322	Homo sapiens	11363	Carnegie Stage 19	brain fragment	 	46, XX	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR767	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR767_GTTTCG_L003	sequencing assay	ERX1544158	HDBR767_GTTTCG_L003_1.fq.gz	HDBR767_GTTTCG_L003_1.fq.gz	ERR1473034	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473034/ERR1473034_1.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR767	ERS1221432	SAMEA4050322	Homo sapiens	11363	Carnegie Stage 19	brain fragment	 	46, XX	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR767	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR767_GTTTCG_L003	sequencing assay	ERX1544158	HDBR767_GTTTCG_L003_2.fq.gz	HDBR767_GTTTCG_L003_2.fq.gz	ERR1473034	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473034/ERR1473034_2.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR768	ERS1221433	SAMEA4050323	Homo sapiens	11323	Carnegie Stage 19	brain fragment	 	46, XX	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR768	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR768_ACTGAT_L003	sequencing assay	ERX1544159	HDBR768_ACTGAT_L003_1.fq.gz	HDBR768_ACTGAT_L003_1.fq.gz	ERR1473035	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473035/ERR1473035_1.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR768	ERS1221433	SAMEA4050323	Homo sapiens	11323	Carnegie Stage 19	brain fragment	 	46, XX	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR768	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR768_ACTGAT_L003	sequencing assay	ERX1544159	HDBR768_ACTGAT_L003_2.fq.gz	HDBR768_ACTGAT_L003_2.fq.gz	ERR1473035	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473035/ERR1473035_2.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR769	ERS1221434	SAMEA4050324	Homo sapiens	11320	Carnegie Stage 19	brain fragment	 	46, XY	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR769	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR769_CGATGT_L004	sequencing assay	ERX1544160	HDBR769_CGATGT_L004_1.fq.gz	HDBR769_CGATGT_L004_1.fq.gz	ERR1473036	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473036/ERR1473036_1.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR769	ERS1221434	SAMEA4050324	Homo sapiens	11320	Carnegie Stage 19	brain fragment	 	46, XY	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR769	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR769_CGATGT_L004	sequencing assay	ERX1544160	HDBR769_CGATGT_L004_2.fq.gz	HDBR769_CGATGT_L004_2.fq.gz	ERR1473036	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473036/ERR1473036_2.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR770	ERS1221435	SAMEA4050325	Homo sapiens	11318	Carnegie Stage 19	brain fragment	 	46, XY	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR770	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR770_GATCAG_L004	sequencing assay	ERX1544161	HDBR770_GATCAG_L004_1.fq.gz	HDBR770_GATCAG_L004_1.fq.gz	ERR1473037	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473037/ERR1473037_1.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR770	ERS1221435	SAMEA4050325	Homo sapiens	11318	Carnegie Stage 19	brain fragment	 	46, XY	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR770	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR770_GATCAG_L004	sequencing assay	ERX1544161	HDBR770_GATCAG_L004_2.fq.gz	HDBR770_GATCAG_L004_2.fq.gz	ERR1473037	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473037/ERR1473037_2.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR771	ERS1221436	SAMEA4050326	Homo sapiens	11317	Carnegie Stage 19	brain fragment	 	46, XY	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR771	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR771_AGTTCC_L004	sequencing assay	ERX1544162	HDBR771_AGTTCC_L004_1.fq.gz	HDBR771_AGTTCC_L004_1.fq.gz	ERR1473038	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473038/ERR1473038_1.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR771	ERS1221436	SAMEA4050326	Homo sapiens	11317	Carnegie Stage 19	brain fragment	 	46, XY	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR771	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR771_AGTTCC_L004	sequencing assay	ERX1544162	HDBR771_AGTTCC_L004_2.fq.gz	HDBR771_AGTTCC_L004_2.fq.gz	ERR1473038	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473038/ERR1473038_2.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR772	ERS1221437	SAMEA4050327	Homo sapiens	11300	Carnegie Stage 19	brain fragment	 	46, XY	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR772	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR772_GCCAAT_L004	sequencing assay	ERX1544163	HDBR772_GCCAAT_L004_1.fq.gz	HDBR772_GCCAAT_L004_1.fq.gz	ERR1473039	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473039/ERR1473039_1.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR772	ERS1221437	SAMEA4050327	Homo sapiens	11300	Carnegie Stage 19	brain fragment	 	46, XY	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR772	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR772_GCCAAT_L004	sequencing assay	ERX1544163	HDBR772_GCCAAT_L004_2.fq.gz	HDBR772_GCCAAT_L004_2.fq.gz	ERR1473039	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473039/ERR1473039_2.fastq.gz	200	101	Carnegie Stage 19	brain fragment
HDBR776	ERS1221438	SAMEA4050328	Homo sapiens	11859	Carnegie Stage 18	brain fragment	 	46, XY	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR776	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR776_GTCCGC_L005	sequencing assay	ERX1544164	HDBR776_GTCCGC_L005_1.fq.gz	HDBR776_GTCCGC_L005_1.fq.gz	ERR1473040	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473040/ERR1473040_1.fastq.gz	200	101	Carnegie Stage 18	brain fragment
HDBR776	ERS1221438	SAMEA4050328	Homo sapiens	11859	Carnegie Stage 18	brain fragment	 	46, XY	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR776	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR776_GTCCGC_L005	sequencing assay	ERX1544164	HDBR776_GTCCGC_L005_2.fq.gz	HDBR776_GTCCGC_L005_2.fq.gz	ERR1473040	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473040/ERR1473040_2.fastq.gz	200	101	Carnegie Stage 18	brain fragment
HDBR779	ERS1221439	SAMEA4050329	Homo sapiens	11469	Carnegie Stage 18	brain fragment	 	46, XX	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR779	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR779_ATGTCA_L006	sequencing assay	ERX1544165	HDBR779_ATGTCA_L006_1.fq.gz	HDBR779_ATGTCA_L006_1.fq.gz	ERR1473041	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473041/ERR1473041_1.fastq.gz	200	101	Carnegie Stage 18	brain fragment
HDBR779	ERS1221439	SAMEA4050329	Homo sapiens	11469	Carnegie Stage 18	brain fragment	 	46, XX	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR779	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR779_ATGTCA_L006	sequencing assay	ERX1544165	HDBR779_ATGTCA_L006_2.fq.gz	HDBR779_ATGTCA_L006_2.fq.gz	ERR1473041	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473041/ERR1473041_2.fastq.gz	200	101	Carnegie Stage 18	brain fragment
HDBR781	ERS1221440	SAMEA4050330	Homo sapiens	11438	Carnegie Stage 18	brain fragment	 	46, XY	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR781	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR781_ACAGTG_L007	sequencing assay	ERX1544166	HDBR781_ACAGTG_L007_1.fq.gz	HDBR781_ACAGTG_L007_1.fq.gz	ERR1473042	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473042/ERR1473042_1.fastq.gz	200	101	Carnegie Stage 18	brain fragment
HDBR781	ERS1221440	SAMEA4050330	Homo sapiens	11438	Carnegie Stage 18	brain fragment	 	46, XY	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR781	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR781_ACAGTG_L007	sequencing assay	ERX1544166	HDBR781_ACAGTG_L007_2.fq.gz	HDBR781_ACAGTG_L007_2.fq.gz	ERR1473042	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473042/ERR1473042_2.fastq.gz	200	101	Carnegie Stage 18	brain fragment
HDBR782	ERS1221441	SAMEA4050331	Homo sapiens	11322	Carnegie Stage 18	brain fragment	 	46, XY	 	sequencing batch:FC2014_049	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR782	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR782_CCGTCC_L007	sequencing assay	ERX1544167	HDBR782_CCGTCC_L007_1.fq.gz	HDBR782_CCGTCC_L007_1.fq.gz	ERR1473043	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473043/ERR1473043_1.fastq.gz	200	101	Carnegie Stage 18	brain fragment
